Company,TypeName,Inches,RamGB,OpSys,WeightKG,Price,GHz,CpuBrand,CpuVersion,MainMemory,SecondMemory,MainMemoryType,SecondMemoryType,TouchScreen,Resolution,PanelType,GpuBrand,GpuVersion
Lenovo,Notebook,14.0,8,Windows 7,1.65,78055.2,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,4,Windows 10,2.2,41345.28,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
Fujitsu,Notebook,15.6,8,Windows 10,2.2,42570.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,15.6,4,Windows 7,1.88,49656.96,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,8,Windows 10,2.2,47898.72,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 920MX
Mediacom,Notebook,14.0,2,Windows 10,1.4,12733.92,1.44,Intel, Atom x5-Z8350 ,32,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics
Lenovo,Notebook,15.6,4,No OS,2.2,24935.04,2.5,Intel, Core i5 7200U ,128,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,34046.4528,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.0,96969.6,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Ultrabook,14.0,16,Windows 10,1.1,101232.0,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Dell,Gaming,15.6,16,Windows 10,2.62,78801.12,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,4,Windows 10,1.8,44169.12,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,30849.12,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce 920MX 
Asus,Notebook,15.6,8,Windows 10,2.0,21258.72,1.1,Intel, Celeron Dual Core N3350 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Asus,Notebook,15.6,8,Windows 10,1.99,48304.7136,2.5,Intel, Core i5 7300HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Ultrabook,13.3,8,Windows 10,1.23,99580.32,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,1,3200x1800,Without,Intel, UHD Graphics 620
Lenovo,Notebook,14.0,2,Windows 10,1.42,13266.72,1.6,Intel, Celeron Dual Core N3060 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635.3376,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,16,Windows 10,2.06,127818.72,2.8,Intel, Core i7 7700HQ ,1000,0.0,SSD,None,1,3840x2160,Without,Nvidia, GeForce GTX 1050
Lenovo,Gaming,15.6,8,Windows 10,2.5,59087.52,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050M
HP,Notebook,17.0,8,Windows 10,2.6,27753.552,3.0,AMD, A9-Series 9420 ,1000,0.0,HDD,None,0,1600x900,Without,AMD, Radeon R5
Lenovo,Ultrabook,14.0,16,Windows 10,1.14,130536.0,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Gaming,15.6,8,No OS,2.5,62284.32,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
Acer,Notebook,15.6,4,Windows 10,2.4,23976.0,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Lenovo,Notebook,14.0,4,Windows 10,1.43,14598.72,1.6,Intel, Celeron Dual Core N3060 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics
Acer,Ultrabook,14.0,8,Windows 10,1.8,48964.32,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, Graphics 620
Razer,Gaming,14.0,16,Windows 10,1.95,138474.72,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Toshiba,Notebook,13.3,8,Windows 10,1.2,64628.64,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84395.52,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Asus,Gaming,17.3,32,Windows 10,3.8,149130.72,2.7,Intel, Core i7 6820HK ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1080
Acer,Gaming,15.6,8,Linux,2.4,37775.52,2.5,Intel, Core i5 7300HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Dell,Ultrabook,13.3,8,Windows 10,1.2,77250.672,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, UHD Graphics 620
MSI,Gaming,15.6,8,Windows 10,2.2,63499.10399999999,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
HP,Notebook,15.6,4,No OS,1.86,19441.872,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Toshiba,Notebook,15.6,8,Windows 10,2.0,56689.92,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.2,48964.32,1.8,Intel, Core i7 8550U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
Dell,Notebook,15.6,16,Windows 10,2.2,60472.8,1.8,Intel, Core i7 8550U ,256,2000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Gaming,15.6,8,Windows 10,3.31,63722.88,2.6,Intel, Core i7 6700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 960
Dell,Gaming,17.3,32,Windows 10,4.42,167691.8736,2.8,Intel, Core i7 7700HQ ,512,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Nvidia, GeForce GTX 1070
Dell,Notebook,14.0,8,Windows 10,1.56,65481.12,2.4,Intel, Core i5 6300U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324.32,1.1,Intel, Celeron Dual Core N3350 ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 500
Lenovo,Notebook,15.6,4,Windows 10,2.2,28504.8,2.3,Intel, Core i5 6200U ,500,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,6,Windows 10,2.04,28717.92,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon R5 M430
MSI,Gaming,17.3,8,Windows 10,2.7,79215.1056,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533.44,2.1,Intel, Core i3 6100U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,2.06,50882.4,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,2.1,39693.6,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 530
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026.23999999999,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Linux,2.1,21951.36,2.0,Intel, Core i3 6006U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,99519.048,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,1,2256x1504,Without,Intel, Iris Plus Graphics 640
Lenovo,Notebook,15.6,8,Windows 10,1.9,43580.376,2.5,Intel, Core i5 7200U ,128,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon R5 M430
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091.52,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594.72,2.2,AMD, E-Series E2-9000 ,128,0.0,SSD,None,0,1366x768,Without,AMD, Radeon R2 Graphics
HP,2 in 1 Convertible,14.0,4,Windows 10,1.63,37242.72,2.4,Intel, Core i3 7100U ,128,0.0,SSD,None,1,1920x1080,IPSPanel,Nvidia, GeForce 940MX
MSI,Gaming,15.6,16,Windows 10,2.4,68944.31999999999,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Ultrabook,14.0,8,Windows 10,1.1,60472.8,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373.6,1.1,Intel, Celeron Dual Core N3350 ,64,0.0,FlashStorage,None,1,1366x768,Without,Intel, HD Graphics 500
LG,Ultrabook,15.6,8,Windows 10,1.09,122490.72,1.8,Intel, Core i7 8550U ,512,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Acer,Gaming,15.6,16,Windows 10,2.5,69210.72,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
MSI,Gaming,15.6,8,Windows 10,2.2,53168.112,2.5,Intel, Core i5 7300HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Asus,Notebook,15.6,4,Windows 10,1.86,22324.32,1.1,Intel, Celeron Dual Core N3350 ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 500
Dell,Gaming,15.6,16,Windows 10,3.21,109277.28,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
HP,Notebook,17.3,4,Windows 10,2.5,37242.72,2.0,Intel, Core i3 6006U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,AMD, Radeon R5 520
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.19,79866.72,1.8,Intel, Core i7 8550U ,512,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
Dell,Gaming,15.6,16,Windows 10,3.49,149916.6,2.9,Intel, Core i7 7820HK ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1070
HP,Notebook,15.6,4,Windows 10,1.86,32639.8608,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1366x768,Without,AMD, Radeon 520
Dell,Notebook,15.6,4,Windows 10,2.2,29073.297599999994,2.0,Intel, Core i3 6006U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R5 M430
HP,Notebook,17.3,6,Windows 10,2.65,30316.32,2.4,AMD, A10-Series 9600P ,2000,0.0,HDD,None,0,1920x1080,IPSPanel,AMD, Radeon R7 M440
Lenovo,Notebook,15.6,4,Windows 10,2.1,16943.04,1.6,Intel, Celeron Dual Core 3855U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 510
Acer,Notebook,14.0,4,Chrome OS,1.45,19980.0,1.6,Intel, Celeron Dual Core 3855U ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 510
Lenovo,Notebook,14.0,4,Windows 10,1.7,37242.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Workstation,17.3,8,Windows 10,3.14,101657.7072,2.8,Intel, Core i7 7700HQ ,500,0.0,HDD,None,0,1920x1080,Without,Nvidia, Quadro M1200
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,137995.19999999998,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,2560x1440,Without,Intel, HD Graphics 620
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841.44,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Acer,Netbook,11.6,4,Windows 10,1.4,14332.32,1.6,Intel, Celeron Dual Core N3050 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics
Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1.38,93186.72,2.7,Intel, Core i7 7500U ,512,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,35644.32,0.9,Intel, Core M M3-6Y30 ,64,0.0,FlashStorage,None,1,1920x1080,Without,Intel, HD Graphics 515
Toshiba,Ultrabook,13.3,16,Windows 10,1.36,100006.56,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,15.6,4,Windows 10,2.1,36709.92,2.7,Intel, Core i7 7500U ,500,0.0,HDD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Dell,Gaming,15.6,8,Windows 10,2.56,43636.32,2.5,Intel, Core i5 7300HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
Lenovo,Notebook,15.6,4,Windows 10,2.2,21258.72,2.9,AMD, A9-Series 9420 ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon 530
Lenovo,Notebook,15.6,8,Windows 10,2.2,22857.12,3.6,AMD, A12-Series 9720P ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R7
Lenovo,Notebook,15.6,4,Windows 10,2.1,33110.856,2.5,Intel, Core i5 7200U ,1000,1000.0,HDD,HDD,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,No OS,1.9,23976.0,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,2.18,42357.6,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,53226.72,1.6,Intel, Core i5 8250U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, UHD Graphics 620
Lenovo,Workstation,15.6,16,Windows 7,2.18,98834.4,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M520M
Lenovo,Notebook,14.0,8,Windows 10,1.8,63456.48,2.3,Intel, Core i5 6300HQ ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
HP,Notebook,17.3,6,Windows 10,2.71,34898.932799999995,2.5,AMD, A10-Series 9620P ,2000,0.0,HDD,None,0,1920x1080,IPSPanel,AMD, Radeon 530
Lenovo,Gaming,15.6,8,Windows 10,2.5,66546.72,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050 Ti
Dell,Notebook,14.0,8,Linux,1.64,58021.92,2.8,Intel, Core i5 7440HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Dell,Notebook,15.6,8,Linux,1.98,38681.28,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
Asus,Notebook,14.0,4,Windows 10,1.5,15877.44,1.1,Intel, Celeron Dual Core N3350 ,32,0.0,FlashStorage,None,0,1920x1080,Without,Intel, HD Graphics 500
Dell,Notebook,15.6,16,Windows 10,1.93,76012.44480000001,2.6,Intel, Core i5 7300U ,512,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,14.0,8,Windows 10,1.87,45664.6896,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, GeForce 920MX
Dell,Notebook,15.6,8,Windows 10,1.9,62817.12,2.6,Intel, Core i5 7300U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,2.19,15877.44,2.0,AMD, A6-Series 7310 ,500,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R4
Mediacom,Notebook,14.0,4,Windows 10,1.4,14119.2,1.92,Intel, Atom Z8350 ,32,0.0,HDD,None,0,1920x1200,IPSPanel,Intel, HD Graphics 400
HP,Notebook,17.3,8,Windows 10,2.63,63936.0,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, GeForce 930MX
Lenovo,Ultrabook,14.0,8,Windows 10,1.17,89864.1792,2.5,Intel, Core i7 6500U ,512,0.0,SSD,None,0,2560x1440,IPSPanel,Intel, HD Graphics 520
HP,2 in 1 Convertible,13.3,8,Windows 10,1.58,44574.048,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1366x768,IPSPanel,Intel, HD Graphics 620
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,79866.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Dell,Gaming,17.3,32,Windows 10,4.36,194972.832,2.8,Intel, Core i7 7700HQ ,1000,1000.0,SSD,HDD,0,3840x2160,Without,Nvidia, GeForce GTX 1070
MSI,Gaming,17.3,8,Windows 10,2.7,71847.0144,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1050 Ti
Lenovo,Notebook,15.6,4,No OS,1.9,26101.872,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Windows 10,2.2,38308.32,1.6,Intel, Core i5 8250U ,128,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 530
Dell,2 in 1 Convertible,13.3,4,Windows 10,1.71,34578.72,2.4,Intel, Core i3 7100U ,1000,0.0,HDD,None,1,1920x1080,Without,Intel, HD Graphics 620
Dell,Notebook,15.6,8,Linux,2.32,31409.6256,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,AMD, Radeon R7 M445
HP,Notebook,15.6,4,Windows 10,2.1,26053.92,3.0,AMD, A9-Series 9420 ,1000,0.0,HDD,None,0,1920x1080,Without,AMD, Radeon 520
Acer,Gaming,17.3,16,Windows 10,4.2,103096.8,2.6,Intel, Core i7 6700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1060
Dell,Notebook,15.6,12,Windows 10,2.25,34578.72,2.5,Intel, Core i5 7200U ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Notebook,15.6,6,Windows 10,2.1,34632.0,3.0,AMD, A9-Series A9-9420 ,128,1000.0,SSD,HDD,0,1920x1080,Without,AMD, Radeon 520
Acer,Notebook,15.6,4,Windows 10,2.4,29783.52,2.5,Intel, Core i5 7200U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Notebook,13.3,8,Windows 10,1.44,51148.8,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,Notebook,15.6,4,Windows 10,1.85,41505.12,2.7,Intel, Core i7 7500U ,1000,0.0,HDD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Workstation,15.6,16,Windows 10,2.6,128884.32,2.8,Intel, Core i7 7700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M2200
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,35111.52,1.6,Intel, Core i5 8250U ,1000,0.0,HDD,None,1,1920x1080,Without,Intel, UHD Graphics 620
MSI,Gaming,15.6,16,Windows 10,1.8,111593.8944,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce GTX 1060
Acer,Notebook,15.6,4,Windows 10,2.4,21887.424,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Dell,Notebook,15.6,8,Windows 10,2.0,64308.96,2.7,Intel, Core i7 7500U ,128,1000.0,SSD,HDD,0,1920x1080,Without,Nvidia, GeForce 940MX
Dell,Notebook,15.6,8,Windows 10,2.0,35431.2,2.0,Intel, Core i3 6006U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Toshiba,Notebook,14.0,8,Windows 10,1.25,81784.8,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,IPSPanel,Intel, HD Graphics 620
Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,53226.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Lenovo,Workstation,15.6,16,Windows 10,2.5,175770.72,2.8,Intel, Core i7 7600U ,1000,0.0,SSD,None,0,3840x2160,IPSPanel,Nvidia, Quadro M520M
Acer,Notebook,14.0,2,Chrome OS,1.68,17582.399999999998,1.6,Intel, Celeron Dual Core N3060 ,32,0.0,FlashStorage,None,0,1366x768,Without,Intel, HD Graphics 400
Samsung,Ultrabook,13.3,16,Windows 10,0.81,87858.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
HP,Notebook,15.6,8,Windows 10,1.86,28717.92,2.0,Intel, Core i3 6006U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Dell,Notebook,14.0,8,Windows 10,1.6,60031.1088,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
HP,Workstation,17.3,16,Windows 7,3.0,233845.92,2.9,Intel, Xeon E3-1535M v5 ,256,0.0,SSD,None,0,1920x1080,IPSPanel,Nvidia, Quadro M2000M
Lenovo,Netbook,11.6,4,Windows 10,1.4,25308.0,1.6,Intel, Celeron Dual Core N3060 ,128,0.0,SSD,None,1,1366x768,Without,Intel, HD Graphics 400
HP,Notebook,15.6,8,Windows 10,1.84,101232.0,2.4,Intel, Core i5 6300U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Asus,Notebook,15.6,4,No OS,2.45,30849.12,2.3,Intel, Core i5 6300HQ ,1000,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce GTX 950M
Lenovo,Ultrabook,14.0,4,Windows 10,1.7,58394.88,2.3,Intel, Core i5 6200U ,180,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 520
Asus,Notebook,15.6,4,Windows 10,2.37,45282.672,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,63882.72,1.8,Intel, Core i5 6260U ,256,0.0,SSD,None,1,3200x1800,IPSPanel,Intel, HD Graphics 540
HP,Notebook,15.6,8,Windows 10,2.2,58554.72,2.5,Intel, Core i5 7300HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
HP,Workstation,15.6,8,Windows 7,2.59,83170.08,2.6,Intel, Core i7 6700HQ ,256,0.0,SSD,None,0,1920x1080,Without,Nvidia, Quadro M1000M
Dell,Gaming,15.6,16,Windows 10,4.42,152859.7872,2.8,Intel, Core i7 7700HQ ,256,1000.0,SSD,HDD,0,3840x2160,IPSPanel,Nvidia, GeForce GTX 1070
Acer,Notebook,15.6,4,Windows 10,2.1,31914.72,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 620
Lenovo,Gaming,15.6,8,Windows 10,2.5,55837.44,2.8,Intel, Core i7 7700HQ ,128,1000.0,SSD,HDD,0,1920x1080,IPSPanel,Nvidia, GeForce GTX 1050
Dell,Ultrabook,12.5,16,Windows 10,1.18,99047.52,2.8,Intel, Core i7 7600U ,256,0.0,SSD,None,0,1920x1080,Without,Intel, HD Graphics 620
Google,Ultrabook,12.3,8,Chrome OS,1.1,83063.52,1.2,Intel, Core i5 7Y57 ,256,0.0,SSD,None,1,2400x1600,Without,Intel, HD Graphics 615
Asus,Ultrabook,13.3,8,Windows 10,1.2,60153.12,2.5,Intel, Core i5 7200U ,256,0.0,SSD,None,0,3200x1800,IPSPanel,Intel, HD Graphics 620
Dell,Notebook,13.3,4,Windows 10,1.65,45234.72,2.0,Intel, Core i3 6006U ,500,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 520
Acer,Notebook,13.3,4,Windows 10,1.6,34898.4,2.3,Intel, Core i5 6200U ,128,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,Notebook,17.3,4,Windows 10,2.8,25059.715199999995,1.1,Intel, Pentium Quad Core N4200 ,1000,0.0,HDD,None,0,1366x768,Without,Nvidia, GeForce 920MX
Dell,Gaming,15.6,16,Windows 10,2.72,58554.72,2.6,Intel, Core i7 6700HQ ,128,1000.0,SSD,HDD,1,3840x2160,IPSPanel,Nvidia, GeForce GTX 960M
Samsung,Ultrabook,13.3,8,Windows 10,1.31,85194.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,1920x1080,Without,Intel, HD Graphics 620
Acer,Notebook,15.6,4,Linux,2.1,15877.44,1.1,Intel, Pentium Quad Core N4200 ,1000,0.0,HDD,None,0,1366x768,Without,Intel, HD Graphics 505
Dell,Notebook,15.6,16,Windows 10,2.3,62938.0656,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,0,1920x1080,Without,AMD, Radeon R7 M445
Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,95850.72,2.7,Intel, Core i7 7500U ,256,0.0,SSD,None,1,1920x1080,Without,AMD, Radeon 540
Toshiba,Notebook,14.0,4,Windows 10,1.75,54345.6,2.3,Intel, Core i5 6200U ,128,0.0,SSD,None,0,1366x768,IPSPanel,Intel, HD Graphics 520
Dell,Gaming,15.6,8,Windows 10,2.62,58554.72,2.8,Intel, Core i7 7700HQ ,1000,0.0,HDD,None,0,1920x1080,Without,Nvidia, GeForce GTX 1050
HP,Ultrabook,12.5,4,Windows 10,1.26,66280.31999999999,2.3,Intel, Core i5 6200U ,256,0.0,SSD,None,0,1366x768,Without,Intel, HD Graphics 520
Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,44701.92,2.7,Intel, Core i7 7500U ,2000,0.0,HDD,None,1,1920x1080,Without,Nvidia, GeForce 940MX
